52.6210135,-1.1248846,2.5266000,0,0
52.6210128,-1.1248853,2.5183967,0,0
52.6210123,-1.1248858,2.5135591,0,0
52.6210119,-1.1248861,2.5225129,0,0
52.6210113,-1.1248864,2.5004177,0,0
52.6210112,-1.1248863,2.3944555,0,0
52.6210112,-1.1248861,2.2756857,0,0
52.6210113,-1.1248861,2.2111206,0,0
52.6210114,-1.1248858,2.1729423,0,0
52.6210115,-1.1248857,2.1295485,0,0
52.6210116,-1.1248855,2.0811957,0,0
52.6210117,-1.1248853,2.0287093,0,0
52.6210119,-1.1248851,1.9418441,0,0
52.6210120,-1.1248850,1.8851663,0,0
52.6210122,-1.1248845,1.8343681,0,0
52.6210123,-1.1248843,1.7899198,0,0
52.6210124,-1.1248842,1.7225415,0,0
52.6210124,-1.1248838,1.6659009,0,0
52.6210125,-1.1248837,1.6178076,0,0
52.6210125,-1.1248834,1.5604085,0,0
52.6210126,-1.1248832,1.4825164,0,0
52.6210127,-1.1248830,1.4365455,0,0
52.6210127,-1.1248827,1.3973059,0,0
52.6210126,-1.1248821,1.4417228,0,0
52.6210132,-1.1248819,1.8354160,0,0
52.6210143,-1.1248814,1.9774848,0,0
52.6210148,-1.1248750,1.9477234,0,0
52.6210153,-1.1248680,1.8555913,0,0
52.6210158,-1.1248599,1.7805139,0,0
52.6210164,-1.1248532,1.7799867,0,0
52.6210170,-1.1248479,1.7800046,0,0
52.6210182,-1.1248448,1.7892377,0,0
52.6210195,-1.1248428,1.7776554,0,0
52.6210217,-1.1248401,1.8123891,0,0
52.6210241,-1.1248375,1.7634097,0,0
52.6210262,-1.1248351,1.6075465,0,0
52.6210281,-1.1248322,1.4816170,0,0
52.6210298,-1.1248235,1.2189547,0,0
52.6210311,-1.1248162,1.0941326,0,0
52.6210325,-1.1248099,1.0725924,0,0
52.6210336,-1.1248045,0.9612887,0,0
52.6210350,-1.1248007,0.9158502,0,0
52.6210359,-1.1247985,0.9263927,0,0
52.6210363,-1.1247966,0.7919218,0,0
52.6210368,-1.1247946,0.7920902,0,0
52.6210382,-1.1247920,0.7684394,0,0
52.6210395,-1.1247899,0.6534330,0,0
52.6210402,-1.1247887,0.6175608,0,0
52.6210436,-1.1247895,0.6054438,0,0
52.6210499,-1.1247888,0.8550821,0,0
52.6210568,-1.1247864,0.0325890,0,0
52.6210630,-1.1247853,-0.3646602,0,0
52.6210689,-1.1247841,-0.5111029,0,0
52.6210745,-1.1247835,-0.6767148,0,0
52.6210796,-1.1247844,-0.7857339,0,0
52.6210841,-1.1247865,-0.9214014,0,0
52.6210889,-1.1247897,-0.9476694,0,0
